,Z1_ActualPosition,Y1_OutputCurrent,X1_DCBusVoltage,X1_OutputCurrent,S1_ActualPosition,Z1_ActualVelocity,clamp_pressure,Y1_CurrentFeedback,X1_OutputPower,Y1_DCBusVoltage,M1_CURRENT_FEEDRATE,Y1_DiffAcceleration
5867,29.7,323.0,0.0967,325.0,-854.0,0.0,4.0,-0.984,0.00118,0.0174,6.0,6.25
12339,28.5,326.0,0.0622,327.0,-33.7,0.0,3.0,-2.92,0.00038,0.06,3.0,0.0
18100,28.7,326.0,0.0933,327.0,1500.0,-0.025,3.0,-6.14,0.000455,0.0867,3.0,-33.11
15082,28.7,326.0,0.091,327.0,-1240.0,-0.025,4.0,0.503,0.000508,0.0227,3.0,12.5
2616,119.0,332.0,2.79e-19,328.0,-1160.0,0.0,4.0,0.366,-3.38e-07,2.68e-19,50.0,0.0
237,29.5,324.0,0.0822,326.0,734.0,0.0,4.0,-7.59,0.000205,0.115,6.0,-14.32
23421,119.0,329.0,0.0246,330.0,455.0,0.0,2.5,0.212,0.0,0.0158,20.0,18.8
19814,29.7,326.0,0.0471,327.0,-791.0,-0.025,3.0,-8.08,-1.84e-05,0.105,6.0,-43.8
1259,119.0,326.0,2.78e-19,325.0,905.0,0.0,4.0,1.37,-9.78e-07,2.69e-19,50.0,0.0
21251,29.5,326.0,0.042,327.0,68.4,-0.025,2.5,-5.19,-1.84e-05,0.0989,3.0,43.8
19215,119.0,329.0,0.0224,330.0,2150.0,0.0,3.0,-0.104,1.47e-06,0.0235,50.0,-12.5
24641,27.7,326.0,0.0457,327.0,1780.0,0.0,2.5,-7.78,-6.65e-06,0.143,3.0,25.0
5893,29.7,324.0,0.0894,325.0,-171.0,0.025,4.0,0.371,0.00115,0.0183,6.0,0.0
928,27.5,324.0,0.0756,326.0,131.0,0.0,4.0,-8.26,0.000822,0.134,6.0,29.42
21764,28.5,326.0,0.1,327.0,1990.0,-0.025,2.5,-0.899,0.000582,0.0179,3.0,12.5
14968,27.7,325.0,0.0448,327.0,1620.0,0.0,4.0,5.72,-1.11e-05,0.111,3.0,-12.5
6634,28.7,323.0,0.0492,325.0,-386.0,0.0,4.0,7.13,2.19e-05,0.165,20.0,-125.0
12402,28.5,326.0,0.0801,327.0,-55.0,0.0,3.0,-3.38,0.000493,0.0599,3.0,0.0
15961,27.7,326.0,0.103,327.0,-1340.0,0.0,4.0,3.69,0.00055,0.0587,3.0,56.3
2458,119.0,332.0,2.79e-19,328.0,-1160.0,0.0,4.0,-0.403,0.0,2.68e-19,50.0,0.0
5545,119.0,326.0,0.0228,327.0,-978.0,0.0,4.0,-1.37,-1.13e-06,0.0167,50.0,-12.5
17420,29.7,326.0,0.0518,327.0,-1490.0,0.0,3.0,-5.74,-2.29e-05,0.0994,3.0,18.8
19884,28.7,325.0,0.0469,327.0,345.0,0.025,3.0,6.13,0.0,0.129,6.0,-56.3
2517,119.0,332.0,2.79e-19,328.0,-1160.0,0.0,4.0,0.0857,7.97e-07,2.68e-19,50.0,0.0
5340,28.7,324.0,0.0971,325.0,1720.0,0.0,4.0,1.01,0.00117,0.0191,6.0,0.0
11128,29.5,326.0,0.108,327.0,-1690.0,0.0,4.0,-0.697,0.000705,0.0222,3.0,-6.25
3676,28.5,325.0,0.0804,327.0,-1340.0,0.0,3.0,0.119,0.00102,0.0179,6.0,0.0
9033,119.0,326.0,0.0295,328.0,383.0,0.025,4.0,1.17,0.0,0.0197,50.0,25.0
10560,27.5,326.0,0.0834,327.0,-790.0,0.0,4.0,-5.19,0.000574,0.0876,3.0,0.0
14126,28.5,326.0,0.0499,327.0,-279.0,0.0,3.0,0.136,0.000274,0.0249,3.0,12.5
19809,29.7,326.0,0.06,327.0,-817.0,0.025,3.0,-2.71,5.56e-05,0.075,6.0,17.77
2086,119.0,332.0,2.79e-19,328.0,-1160.0,0.0,4.0,1.79,7.23e-07,2.68e-19,50.0,0.0
23337,29.7,326.0,0.0818,327.0,1550.0,0.0,2.5,4.26,0.000346,0.104,3.0,8.76
15240,29.7,325.0,0.0867,326.0,-93.2,0.0,4.0,2.49,0.000488,0.0633,3.0,-62.5
8389,27.7,322.0,0.0837,324.0,-374.0,0.025,4.0,10.9,0.00141,0.174,15.0,18.95
17198,27.7,326.0,0.0762,327.0,-506.0,0.025,3.0,4.91,0.000276,0.0744,3.0,11.06
2821,27.5,325.0,0.0872,326.0,1360.0,0.0,3.0,-1.5,0.00109,0.0379,6.0,-12.5
9878,119.0,329.0,0.0212,330.0,-1960.0,0.0,4.0,0.714,-2.51e-06,0.0181,50.0,25.0
10368,29.5,325.0,0.0461,327.0,703.0,-0.025,4.0,-5.29,-6.7e-06,0.0857,3.0,-6.25
2607,119.0,332.0,2.79e-19,328.0,-1160.0,0.0,4.0,-0.103,8.98e-07,2.68e-19,50.0,0.0
9557,55.7,326.0,0.0565,327.0,-986.0,0.0,4.0,1.53,2.51e-05,0.0202,50.0,-12.5
17901,29.7,326.0,0.0522,327.0,747.0,-0.025,3.0,4.84,-2.84e-05,0.091,3.0,-12.5
10976,29.5,326.0,0.0886,327.0,-1850.0,0.0,4.0,1.5,0.000478,0.0368,3.0,33.13
11196,28.5,326.0,0.0765,327.0,2030.0,0.025,4.0,-4.32,0.000479,0.0827,3.0,27.25
11154,29.5,325.0,0.0524,327.0,783.0,0.0,4.0,-6.94,-1.52e-05,0.123,3.0,-18.8
3674,28.5,326.0,0.0927,327.0,-1350.0,0.025,3.0,-2.26,0.00113,0.0293,6.0,-12.5
13479,28.5,325.0,0.0863,327.0,384.0,0.0,3.0,4.0,0.000451,0.0846,3.0,-18.8
23501,30.6,326.0,0.0189,327.0,-238.0,-3.1,2.5,-0.26,0.0,0.0172,3.0,18.8
24668,28.7,326.0,0.0451,327.0,-1150.0,0.0,2.5,5.29,-6.76e-06,0.0822,3.0,25.0
8790,55.7,326.0,0.0578,327.0,-978.0,0.0,4.0,1.15,8.78e-06,0.0205,50.0,0.0
6291,55.7,327.0,0.0627,328.0,209.0,0.0,4.0,1.08,-1.86e-05,0.0364,50.0,6.25
16194,28.7,325.0,0.084,327.0,-457.0,0.0,4.0,-4.87,0.000173,0.0835,3.0,31.887
8501,28.7,323.0,0.0392,324.0,1830.0,0.0,4.0,7.51,-2.05e-05,0.103,12.0,-1179.0
16371,27.7,325.0,0.109,327.0,1320.0,0.0,4.0,-3.36,0.000643,0.0637,3.0,-50.0
14595,27.7,326.0,0.0622,327.0,-1960.0,0.05,4.0,0.547,0.000395,0.0243,3.0,-12.5
2226,119.0,327.0,2.78e-19,325.0,905.0,0.0,4.0,1.05,-1.5e-06,2.69e-19,50.0,0.0
23550,28.7,325.0,0.104,327.0,1490.0,0.0,2.5,-5.57,0.000558,0.111,3.0,22.03
18541,28.7,326.0,0.089,328.0,1190.0,0.0,3.0,0.331,0.000582,0.015,3.0,-12.5
9229,55.7,326.0,0.0472,327.0,-978.0,0.0,4.0,-0.16,2.13e-05,0.0232,50.0,-6.25
13529,29.5,326.0,0.0736,327.0,-960.0,0.025,3.0,-1.89,0.000456,0.0436,3.0,6.25
13746,29.5,326.0,0.052,327.0,1300.0,0.0,3.0,3.06,-2.45e-05,0.0596,3.0,-12.5
18207,27.7,326.0,0.0756,327.0,1690.0,0.0,3.0,-2.77,0.000435,0.0461,3.0,31.3
10380,27.5,326.0,0.0987,327.0,1480.0,0.0,4.0,-3.22,0.000644,0.0632,3.0,50.0
16244,29.7,326.0,0.167,327.0,510.0,0.0,4.0,-5.3,0.000548,0.0869,3.0,-50.0
24113,55.7,328.0,0.0546,330.0,-1720.0,0.025,2.5,0.847,3.27e-05,0.0267,50.0,-25.0
15282,28.7,326.0,0.0616,327.0,567.0,0.0,4.0,3.2,0.000102,0.0529,3.0,69.85000000000001
21314,29.5,326.0,0.0868,327.0,-705.0,0.0,2.5,3.74,0.000536,0.0876,3.0,-37.5
17664,29.7,326.0,0.0898,327.0,-1040.0,-0.05,3.0,-3.21,0.000601,0.0461,3.0,-31.3
23288,27.7,326.0,0.0811,327.0,525.0,0.025,2.5,0.887,0.000493,0.0241,3.0,-18.8
13511,28.5,325.0,0.0879,326.0,2020.0,0.0,3.0,-4.48,0.000498,0.0832,3.0,37.5
17405,27.7,326.0,0.1,327.0,283.0,0.0,3.0,1.26,0.000688,0.0234,3.0,0.0
16177,29.7,326.0,0.0575,327.0,619.0,0.0,4.0,-2.52,3.45e-05,0.0584,3.0,-238.0
21792,29.5,326.0,0.0789,327.0,-604.0,0.0,2.5,4.97,0.000158,0.0847,3.0,13.72
15522,28.7,326.0,0.0453,327.0,65.8,0.0,4.0,-4.94,-2.53e-05,0.0786,3.0,-37.5
22640,55.7,329.0,0.0196,330.0,-1720.0,0.0,2.5,0.0732,-2.68e-07,0.0222,50.0,-12.5
1985,119.0,332.0,2.79e-19,328.0,-1160.0,0.0,4.0,0.0464,2.5e-07,2.68e-19,50.0,0.0
10917,29.5,325.0,0.0816,327.0,207.0,0.0,4.0,-5.57,0.00013,0.107,3.0,-13.128
19987,31.2,326.0,0.0184,327.0,-305.0,-5.6,3.0,-1.22,-3.42e-06,0.0188,6.0,0.0
17737,119.0,328.0,0.0148,330.0,42.0,0.0,3.0,0.855,2.8e-07,0.0185,50.0,-6.25
13204,27.5,325.0,0.0451,327.0,1480.0,0.0,3.0,-9.28,-1.24e-05,0.131,3.0,-6.25
11751,29.5,325.0,0.0715,327.0,431.0,0.0,4.0,-4.93,0.000395,0.0804,3.0,-50.0
22108,29.5,326.0,0.0718,327.0,1140.0,0.0,2.5,-4.91,1.09e-05,0.0994,3.0,25.0
13782,27.5,326.0,0.0862,327.0,1240.0,0.025,3.0,-3.55,0.000521,0.0882,3.0,12.5
10015,29.5,325.0,0.0689,327.0,47.0,0.0,4.0,2.67,0.000446,0.0551,3.0,-50.0
12639,29.5,326.0,0.0768,327.0,1660.0,0.0,3.0,1.39,0.000449,0.0199,3.0,0.0
19940,55.7,328.0,0.0408,329.0,-963.0,0.0,3.0,1.46,-1.17e-05,0.026,50.0,0.0
69,29.5,325.0,0.0853,326.0,-164.0,0.0,4.0,-3.38,0.00107,0.0682,6.0,62.5
19873,54.4,325.0,0.0359,326.0,-417.0,28.1,3.0,1.39,-5.17e-06,0.0243,50.0,0.0
25081,29.7,325.0,0.0931,327.0,-922.0,0.025,2.5,-5.5,0.000268,0.0962,3.0,57.669999999999995
9338,55.7,326.0,0.0519,327.0,-978.0,0.0,4.0,0.685,4.46e-05,0.0218,50.0,0.0
16926,35.8,326.0,0.0333,327.0,-1440.0,-2.97,3.0,-0.26,-2.6e-06,0.0171,3.0,12.5
6263,28.7,324.0,0.311,325.0,891.0,0.0,4.0,-0.258,0.00499,0.0195,6.0,31.3
15593,29.7,325.0,0.0823,327.0,-1920.0,0.0,4.0,3.15,0.00045,0.0603,3.0,-35.87
3087,27.5,325.0,0.0483,326.0,1160.0,0.0,3.0,-4.91,1.45e-05,0.0764,6.0,-125.0
13871,29.5,325.0,0.0743,327.0,-2070.0,0.025,3.0,-7.34,0.000454,0.13,3.0,10.28
5669,28.7,324.0,0.112,325.0,1670.0,0.0,4.0,0.578,0.00144,0.018,6.0,0.0
218,29.5,324.0,0.102,326.0,633.0,0.0,4.0,4.04,0.00125,0.0617,6.0,75.0
17852,28.7,326.0,0.0634,328.0,1150.0,0.0,3.0,-6.38,2.85e-05,0.113,3.0,18.8
14027,29.5,325.0,0.113,327.0,1950.0,0.0,3.0,0.132,0.000743,0.0194,3.0,0.0
15352,27.7,326.0,0.116,327.0,-1580.0,0.0,4.0,0.264,0.000707,0.0184,3.0,6.25
19904,29.7,326.0,0.102,327.0,-1920.0,0.025,3.0,-2.92,0.00125,0.0623,6.0,62.5
8204,29.7,323.0,0.104,323.0,-1430.0,0.025,4.0,-4.26,0.00316,0.0801,15.0,-54.099999999999994
10669,27.5,326.0,0.064,327.0,-588.0,0.025,4.0,-6.1,1.88e-05,0.113,3.0,25.0
5976,29.7,323.0,0.0842,325.0,112.0,-0.025,4.0,-9.12,0.000375,0.158,6.0,3.21
919,27.5,325.0,0.09,326.0,82.8,0.0,4.0,3.2,0.00115,0.0556,6.0,-25.0
11512,28.5,326.0,0.0703,327.0,539.0,0.0,4.0,-3.09,0.000428,0.0441,3.0,-25.0
480,28.5,325.0,0.0918,326.0,2040.0,0.0,4.0,7.55,0.00111,0.141,6.0,-17.8
322,29.5,325.0,0.112,326.0,1190.0,0.0,4.0,-1.57,0.00143,0.0382,6.0,-12.5
9317,29.7,322.0,0.0388,324.0,711.0,0.025,4.0,7.86,-5.36e-06,0.121,12.0,31.3
6611,30.8,326.0,0.0296,327.0,-1220.0,-13.9,4.0,-3.98,0.000124,0.0683,50.0,-77.0
7920,29.7,323.0,0.121,324.0,-1750.0,-0.025,4.0,-0.89,0.00391,0.0154,15.0,-12.5
19497,29.7,326.0,0.107,327.0,-2030.0,0.0,3.0,-0.919,0.00135,0.0236,6.0,0.0
2160,119.0,332.0,2.79e-19,328.0,-1160.0,0.0,4.0,0.196,0.0,2.68e-19,50.0,0.0
10218,27.5,326.0,0.0788,327.0,1810.0,0.025,4.0,5.87,0.000479,0.0981,3.0,-20.8
19881,28.7,326.0,0.0583,327.0,329.0,-0.025,3.0,4.34,-1.63e-05,0.102,6.0,50.0
20511,39.4,326.0,0.108,328.0,-927.0,-33.7,3.0,-7.49,0.004,0.162,50.0,56.3000954
3483,28.5,325.0,0.0971,326.0,-787.0,0.025,3.0,-8.17,0.00101,0.155,6.0,0.5999999999999996
16842,28.7,325.0,0.0619,327.0,2030.0,0.0,3.0,-4.93,1.84e-05,0.108,3.0,12.5
14047,28.5,325.0,0.0541,327.0,-1500.0,0.0,3.0,3.98,0.0,0.108,3.0,-12.5
23220,28.7,326.0,0.104,327.0,-1560.0,0.05,2.5,-4.65,0.000604,0.0553,3.0,-28.26
9496,55.7,326.0,0.0566,327.0,-978.0,0.025,4.0,0.919,3.47e-05,0.0339,50.0,-6.25
22545,55.5,329.0,0.0637,330.0,394.0,0.0,2.5,1.46,1.91e-05,0.028,50.0,6.25
11614,27.5,326.0,0.089,327.0,-1390.0,0.025,4.0,5.58,0.000475,0.101,3.0,-20.79
6431,29.7,324.0,0.0733,325.0,544.0,0.025,4.0,0.375,0.000887,0.0453,6.0,12.5
7542,32.9,324.0,0.0322,325.0,945.0,-20.1,4.0,1.82,0.0,0.0275,20.0,0.0
12433,28.5,325.0,0.0942,327.0,1600.0,0.0,3.0,-11.6,0.000375,0.15,3.0,-7.74
1651,119.0,326.0,2.78e-19,325.0,905.0,0.0,4.0,-0.549,0.0,2.69e-19,50.0,0.0
20581,119.0,329.0,2.78e-19,330.0,-273.0,0.0,3.0,-0.898,-2.31e-06,2.78e-19,50.0,0.0
13760,29.5,326.0,0.0903,327.0,-1120.0,0.0,3.0,-0.0618,0.000568,0.0439,3.0,-18.8
17670,29.7,326.0,0.0324,327.0,-1010.0,0.0,3.0,-3.04,-1.1e-05,0.0451,3.0,-40.61
24440,55.7,329.0,0.0512,330.0,-1720.0,0.025,2.5,1.69,1.5e-05,0.0311,50.0,-12.5
24321,28.7,326.0,0.0742,327.0,1770.0,0.0,2.5,3.16,0.000475,0.0589,3.0,-62.5
17033,27.7,326.0,0.0838,327.0,-314.0,-0.025,3.0,5.67,0.000477,0.0872,3.0,56.3
24201,55.7,329.0,0.05,330.0,-1720.0,0.05,2.5,0.38,7.13e-06,0.0316,50.0,0.0
16370,27.7,326.0,0.0861,327.0,1310.0,-0.025,4.0,-2.88,0.000478,0.0626,3.0,-37.5
8642,27.7,322.0,0.0617,324.0,-1760.0,0.0,4.0,8.37,4.74e-05,0.16,12.0,-100.0
3184,27.5,325.0,0.0449,327.0,419.0,-0.025,3.0,7.32,-3.43e-05,0.117,6.0,12.5
22572,29.5,326.0,0.0959,327.0,-1550.0,0.0,2.5,3.79,0.000416,0.0548,3.0,51.21
24372,28.7,326.0,0.0682,327.0,1990.0,0.025,2.5,-5.83,4.24e-05,0.107,3.0,0.0
21480,28.5,325.0,0.0938,327.0,228.0,0.0,2.5,-7.42,0.000314,0.133,3.0,23.26
24995,55.7,328.0,0.0677,330.0,-1730.0,0.0,2.5,2.07,6.35e-05,0.0275,50.0,6.25
8368,119.0,326.0,0.0226,327.0,-2050.0,0.0,4.0,-0.727,2.46e-06,0.0148,50.0,-6.25
1332,29.5,324.0,0.135,325.0,735.0,0.0,4.0,1.2,0.00571,0.0306,20.0,12.5
7901,28.7,323.0,0.113,324.0,-806.0,0.025,4.0,3.6,0.00359,0.0712,15.0,43.8
23624,27.7,326.0,0.0555,327.0,664.0,0.025,2.5,1.01,0.000334,0.0199,3.0,0.0
21823,28.5,326.0,0.0973,327.0,-1780.0,0.05,2.5,7.12,0.00014,0.134,3.0,-24.755
2640,119.0,332.0,2.79e-19,328.0,-1160.0,0.0,4.0,0.535,-7.88e-07,2.68e-19,20.0,0.0
25060,119.0,329.0,0.0202,330.0,455.0,0.0,2.5,-0.897,0.0,0.0146,20.0,-31.3
10706,27.5,326.0,0.0514,327.0,-1520.0,0.025,4.0,-7.28,2.76e-05,0.126,3.0,6.25
9576,29.7,323.0,0.109,324.0,615.0,0.025,4.0,4.86,0.00282,0.0828,12.0,-37.5
1329,29.5,325.0,0.129,325.0,719.0,0.0,4.0,-0.113,0.00525,0.0171,20.0,6.25
4027,28.5,325.0,0.0916,326.0,-1660.0,-0.025,3.0,4.26,0.00114,0.0776,6.0,22.33
24483,27.7,326.0,0.0521,327.0,1360.0,0.025,2.5,-6.67,7.55e-06,0.107,3.0,37.5
7324,28.7,323.0,0.122,324.0,1470.0,-0.05,4.0,-1.19,0.00526,0.0211,20.0,6.25
3494,27.5,325.0,0.092,327.0,243.0,0.025,3.0,5.39,0.00118,0.0984,6.0,37.5
6650,52.2,326.0,0.0323,327.0,306.0,50.0,4.0,2.89,3.73e-06,0.0501,50.0,50.0
24232,27.7,326.0,0.116,327.0,-2000.0,-0.025,2.5,-1.52,0.000729,0.0456,3.0,-31.3
13690,29.5,325.0,0.0588,327.0,-1480.0,0.0,3.0,2.06,-1.72e-05,0.0493,3.0,0.0
8774,55.7,326.0,0.054,328.0,-978.0,0.025,4.0,0.99,3.32e-05,0.0298,50.0,0.0
21825,28.5,326.0,0.0797,327.0,2040.0,0.025,2.5,3.55,0.000494,0.0661,3.0,-29.67
22131,29.5,326.0,0.0386,327.0,-999.0,0.0,2.5,3.4,-5.73e-06,0.0577,3.0,6.25
3479,28.5,325.0,0.104,326.0,-808.0,0.0,3.0,-5.49,0.00134,0.0879,6.0,-50.0
3141,29.5,325.0,0.0693,326.0,961.0,0.0,3.0,7.23,4.07e-05,0.142,6.0,-6.25
14858,55.7,329.0,0.0474,330.0,42.0,-0.05,4.0,1.55,-2.59e-05,0.0276,50.0,6.25
5317,27.7,323.0,0.045,325.0,-1230.0,-0.025,4.0,6.57,-2.03e-05,0.114,6.0,62.5
4836,119.0,326.0,0.0249,327.0,-1510.0,0.0,3.0,0.343,1.61e-06,0.0178,6.0,6.25
12419,29.5,325.0,0.0517,327.0,1330.0,0.0,3.0,6.18,-1.5e-05,0.0986,3.0,-12.5
8918,55.7,326.0,0.0579,327.0,-978.0,0.0,4.0,0.848,1.79e-05,0.0325,50.0,12.5
15490,29.9,326.0,0.0209,327.0,1550.0,-2.88,4.0,-0.739,-2.14e-06,0.0198,3.0,12.5
14862,55.7,328.0,0.0462,330.0,42.0,0.0,4.0,1.85,-2.77e-05,0.0268,50.0,-12.5
2245,119.0,333.0,2.79e-19,328.0,-1160.0,0.0,4.0,-0.553,-7.43e-07,2.68e-19,50.0,0.0
4676,119.0,328.0,0.0213,329.0,-486.0,0.0,2.5,0.225,0.0,0.0179,6.0,-18.8
21349,55.5,328.0,0.0662,330.0,368.0,0.0,2.5,1.37,3.08e-05,0.0317,50.0,31.3
21353,55.5,329.0,0.068,330.0,381.0,0.0,2.5,2.3,2.11e-05,0.0333,50.0,18.8
10152,28.5,326.0,0.102,327.0,1980.0,-0.025,4.0,-3.46,0.000421,0.0744,3.0,-17.34
21542,29.5,326.0,0.099,327.0,-1450.0,0.0,2.5,-0.0272,0.000621,0.018,3.0,12.5
15006,28.7,326.0,0.0727,327.0,-1640.0,0.0,4.0,6.06,0.000324,0.116,3.0,8.69
7574,28.8,323.0,0.0191,324.0,956.0,-16.2,4.0,0.22,9.19e-07,0.0176,20.0,0.0
17904,28.7,326.0,0.0468,327.0,2080.0,0.0,3.0,-4.82,1.39e-05,0.0798,3.0,6.25
2161,119.0,327.0,2.78e-19,325.0,905.0,0.0,4.0,-0.709,-3.19e-06,2.69e-19,50.0,0.0
25033,29.7,326.0,0.0775,327.0,-740.0,-0.025,2.5,-2.77,0.000513,0.0396,3.0,0.0
5963,119.0,326.0,0.0235,327.0,-978.0,0.0,4.0,0.0547,0.0,0.0178,50.0,12.5
5431,27.7,323.0,0.126,324.0,-1500.0,-0.025,4.0,2.94,0.00118,0.0259,6.0,26.36
5934,119.0,327.0,0.0225,328.0,-978.0,0.025,4.0,-0.725,-1.17e-06,0.0154,50.0,18.8
10938,27.5,326.0,0.109,327.0,2070.0,0.0,4.0,4.41,0.00063,0.0684,3.0,21.71
7545,28.7,323.0,0.119,324.0,1010.0,0.0,4.0,-5.44,0.00438,0.12,20.0,83.25
14845,27.7,325.0,0.107,327.0,1750.0,0.0,4.0,5.67,0.000714,0.114,3.0,-14.77
8801,55.7,326.0,0.0499,327.0,-978.0,0.025,4.0,0.776,3.79e-05,0.0206,50.0,-6.25
24333,29.7,326.0,0.0701,327.0,833.0,0.0,2.5,-4.17,0.000444,0.076,3.0,33.55
11398,27.5,326.0,0.0639,327.0,-1060.0,-0.025,4.0,-6.7,0.0,0.115,3.0,-12.5
24952,29.7,325.0,0.0654,327.0,-1110.0,0.025,2.5,-2.73,5.09e-05,0.0702,3.0,6.25
9515,119.0,326.0,0.0191,328.0,383.0,0.0,4.0,0.381,0.0,0.0254,50.0,12.5
7163,29.7,323.0,0.0893,324.0,582.0,0.0,4.0,-8.5,0.00253,0.158,20.0,8.0
20450,119.0,328.0,0.0192,329.0,-273.0,0.0,3.0,-0.419,2.8e-06,0.0176,50.0,6.25
23133,27.7,326.0,0.0457,327.0,1910.0,-0.05,2.5,-7.94,-2e-05,0.134,3.0,0.0
10984,29.5,326.0,0.0897,327.0,-1800.0,-0.025,4.0,6.06,0.00036,0.0923,3.0,7.61
10681,29.5,325.0,0.0581,327.0,-1310.0,0.025,4.0,2.65,3.57e-05,0.0531,3.0,6.25
15410,28.7,325.0,0.0722,326.0,-158.0,0.0,4.0,-7.27,0.000483,0.137,3.0,9.09
19469,55.7,328.0,0.0404,329.0,-927.0,0.0,3.0,0.542,-2.27e-05,0.031,50.0,0.0
17244,29.7,326.0,0.0846,327.0,401.0,-0.025,3.0,-5.95,0.000471,0.095,3.0,-35.39
20014,29.7,326.0,0.0871,327.0,-967.0,0.0,3.0,-8.56,0.001,0.152,6.0,2.1999999999999993
19977,28.7,325.0,0.0763,327.0,399.0,-0.025,3.0,5.88,0.000597,0.12,6.0,-14.5
11400,27.5,325.0,0.0639,327.0,-1050.0,0.0,4.0,-2.91,5.82e-05,0.0478,3.0,-56.043
1574,119.0,332.0,2.79e-19,328.0,-1160.0,0.0,4.0,-0.723,0.0,2.68e-19,50.0,0.0
11181,27.5,326.0,0.111,327.0,-1900.0,0.0,4.0,2.32,0.00064,0.0288,3.0,0.0
3933,27.5,325.0,0.0892,326.0,328.0,-0.05,3.0,7.71,0.000413,0.135,6.0,-19.7
14949,27.7,326.0,0.0634,327.0,1040.0,-0.025,4.0,4.7,0.000264,0.076,3.0,38.94
16286,27.7,326.0,0.0958,327.0,-361.0,-0.025,4.0,-1.75,0.000549,0.039,3.0,-25.0
10832,55.5,328.0,0.0448,330.0,136.0,0.0,4.0,1.69,-2.69e-05,0.0298,50.0,6.25
19891,28.7,325.0,0.107,326.0,761.0,0.0,3.0,2.76,0.00136,0.0583,6.0,-68.7
21147,27.5,326.0,0.0819,327.0,1630.0,0.0,2.5,-3.37,0.000518,0.0751,3.0,18.8
5470,27.7,324.0,0.107,325.0,-1130.0,-0.025,4.0,6.24,0.00126,0.105,6.0,-8.37
17302,55.7,329.0,0.0591,330.0,2150.0,0.025,3.0,1.69,2.49e-05,0.0367,50.0,-18.8
17041,29.7,326.0,0.0551,327.0,1790.0,-0.025,3.0,-7.25,-1.67e-05,0.118,3.0,-43.8
18266,55.7,329.0,0.0461,330.0,2150.0,-0.025,3.0,1.84,-3.48e-05,0.0294,50.0,6.25
15317,29.7,325.0,0.0618,327.0,-707.0,0.0,4.0,3.0,0.00019,0.0544,3.0,-8.07
16986,28.7,326.0,0.111,327.0,982.0,0.025,3.0,1.01,0.000691,0.0215,3.0,0.0
13449,46.7,326.0,0.021,327.0,-735.0,-49.9,3.0,-1.54,-4.91e-06,0.0176,50.0,0.0
3918,28.5,325.0,0.0909,326.0,-2090.0,0.0,3.0,-0.739,0.00115,0.021,6.0,12.5
3589,29.5,325.0,0.0913,326.0,1520.0,0.0,3.0,-6.4,0.00107,0.0997,6.0,14.9
2971,28.5,325.0,0.101,326.0,-1140.0,0.0,3.0,3.81,0.00082,0.0531,6.0,81.37
4102,27.5,325.0,0.104,326.0,1160.0,0.0,3.0,-1.06,0.00125,0.0236,6.0,0.0
8246,29.7,322.0,0.0796,324.0,-1690.0,0.0,4.0,-4.83,0.000849,0.109,15.0,93.0
22427,28.5,326.0,0.0988,327.0,-652.0,0.025,2.5,-6.85,0.000153,0.121,3.0,5.667
13234,27.5,325.0,0.0744,327.0,-210.0,0.025,3.0,4.86,0.000482,0.0906,3.0,-75.0
21752,29.5,326.0,0.0872,327.0,1330.0,0.0,2.5,-1.89,0.000542,0.0364,3.0,-12.5
15279,28.7,326.0,0.09,327.0,551.0,0.0,4.0,6.14,0.000389,0.111,3.0,-10.33
18049,94.2,327.0,0.136,329.0,42.0,-33.5,3.0,-10.7,0.00509,0.181,50.0,68.7
14690,27.7,325.0,0.0746,327.0,1850.0,0.0,4.0,4.86,0.000468,0.0884,3.0,-43.8
10216,27.5,326.0,0.0689,327.0,1800.0,0.0,4.0,4.19,0.000323,0.0937,3.0,-1.81
16000,35.3,324.0,0.0608,326.0,1320.0,50.1,4.0,2.45,2.81e-05,0.031,50.0,12.5
18078,28.7,325.0,0.0742,327.0,465.0,0.0,3.0,9.21,0.000339,0.152,3.0,8.82
19175,27.7,325.0,0.11,326.0,1590.0,0.025,3.0,-1.7,0.00142,0.0212,6.0,-6.25
6302,29.7,323.0,0.0659,325.0,-310.0,0.025,4.0,6.29,1.94e-05,0.102,6.0,-6.25
17452,28.7,326.0,0.0709,327.0,1760.0,0.0,3.0,-5.24,0.000476,0.092,3.0,-37.5
11753,29.5,325.0,0.0665,327.0,442.0,0.0,4.0,-5.14,0.000403,0.0834,3.0,-31.3
18356,28.7,326.0,0.0993,327.0,-69.2,0.0,3.0,5.23,0.000544,0.102,3.0,-10.79
12557,27.5,325.0,0.0655,327.0,-798.0,0.025,3.0,-4.65,0.000404,0.0777,3.0,-37.5
25078,29.7,326.0,0.0296,327.0,-938.0,0.025,2.5,-4.31,1.71e-05,0.0651,3.0,-43.57
20421,119.0,329.0,2.78e-19,331.0,-273.0,0.0,3.0,-1.85,0.0,2.78e-19,50.0,0.0
12384,28.5,326.0,0.0855,327.0,288.0,0.0,3.0,2.54,0.000481,0.0508,3.0,-39.53
2217,119.0,332.0,2.79e-19,328.0,-1160.0,0.0,4.0,0.535,-6.97e-07,2.68e-19,50.0,0.0
8523,55.7,326.0,0.038,327.0,-978.0,-0.025,4.0,0.99,-2.32e-05,0.0217,50.0,0.0
